SEQUENTIAL
10.200.19.25;86000;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86001;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86002;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86003;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86004;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86005;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86006;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86007;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86008;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86009;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86010;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86011;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86012;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86013;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86014;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86015;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86016;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86017;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86018;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86019;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86020;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86021;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86022;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86023;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86024;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
10.200.19.25;86025;9072;5551130015;avaya-sil.ocp.avayacloud.com;5060;
